video_path,source_path,label,class_name,subtype,source_column
/content/drive/MyDrive/skripsi/dataset_video/real/003152_Real_003152.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000492_TI2V_000492.mp4,/content/fakeparts_raw/TI2V/WAN/fake_videos/shard-000003.parquet,1,Fake,TI2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004006_Real_004006.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000580_Outpainting_000580.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000226_Faceswap_000226.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000274_T2V_000274.mp4,/content/fakeparts_raw/T2V/sora-1080p/fake_videos/shard-000007.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003911_Real_003911.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001960_Real_001960.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003147_Real_003147.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004014_Real_004014.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000479_Outpainting_000479.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003588_Real_003588.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000566_Change_of_style_000566.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004118_Real_004118.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001858_Real_001858.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000198_Faceswap_000198.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000187_Change_of_style_000187.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002515_Real_002515.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000419_Outpainting_000419.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004284_Real_004284.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000080_T2V_000080.mp4,/content/fakeparts_raw/T2V/sora-1080p/fake_videos/shard-000005.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002099_Real_002099.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002931_Real_002931.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002582_Real_002582.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001943_Real_001943.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004065_Real_004065.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003989_Real_003989.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000616_Outpainting_000616.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003171_Real_003171.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000215_Outpainting_000215.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001246_Real_001246.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000112_Interpolation_000112.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002740_Real_002740.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000280_TI2V_000280.mp4,/content/fakeparts_raw/TI2V/WAN/fake_videos/shard-000017.parquet,1,Fake,TI2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000844_Real_000844.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004071_Real_004071.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004321_Real_004321.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000495_Interpolation_000495.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000136_Extrapolation_000136.mp4,/content/fakeparts_raw/Extrapolation/Cosmos-Predict2/fake_videos/shard-000000.parquet,1,Fake,Extrapolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001335_Real_001335.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001497_Real_001497.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000192_Outpainting_000192.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004623_Real_004623.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000468_TI2V_000468.mp4,/content/fakeparts_raw/TI2V/WAN/fake_videos/shard-000003.parquet,1,Fake,TI2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000491_Extrapolation_000491.mp4,/content/fakeparts_raw/Extrapolation/Cosmos-Predict2/fake_videos/shard-000000.parquet,1,Fake,Extrapolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001475_Real_001475.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000523_Change_of_style_000523.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001075_Real_001075.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004617_Real_004617.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003243_Real_003243.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002545_Real_002545.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000259_Outpainting_000259.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000088_Real_000088.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000451_Faceswap_000451.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000164_Outpainting_000164.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004577_Real_004577.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000569_T2V_000569.mp4,/content/fakeparts_raw/T2V/sora-720p/fake_videos/shard-000007.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000594_Real_000594.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000036_Change_of_style_000036.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004390_Real_004390.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000007_Extrapolation_000007.mp4,/content/fakeparts_raw/Extrapolation/Cosmos-Predict2/fake_videos/shard-000000.parquet,1,Fake,Extrapolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001797_Real_001797.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004897_Real_004897.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001142_Real_001142.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000124_T2V_000124.mp4,/content/fakeparts_raw/T2V/sora-1080p/fake_videos/shard-000005.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000245_Interpolation_000245.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000389_Inpainting_000389.mp4,/content/fakeparts_raw/Inpainting/ROVI/Inpainting_MP4/fake_videos/shard-000002.parquet,1,Fake,Inpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000488_Interpolation_000488.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000159_T2V_000159.mp4,/content/fakeparts_raw/T2V/sora-720p/fake_videos/shard-000009.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004822_Real_004822.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000607_Real_000607.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004125_Real_004125.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000179_T2V_000179.mp4,/content/fakeparts_raw/T2V/sora-720p/fake_videos/shard-000009.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000194_Interpolation_000194.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000599_Interpolation_000599.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000478_Inpainting_000478.mp4,/content/fakeparts_raw/Inpainting/ROVI/Inpainting_MP4/fake_videos/shard-000002.parquet,1,Fake,Inpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004046_Real_004046.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000286_Change_of_style_000286.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003104_Real_003104.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000510_Interpolation_000510.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000510_Faceswap_000510.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004817_Real_004817.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001176_Real_001176.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000507_Interpolation_000507.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000266_T2V_000266.mp4,/content/fakeparts_raw/T2V/sora-1080p/fake_videos/shard-000007.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002533_Real_002533.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000544_Change_of_style_000544.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000142_Faceswap_000142.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001136_Real_001136.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000198_Real_000198.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000619_Outpainting_000619.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003953_Real_003953.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000177_Interpolation_000177.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000756_Real_000756.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004808_Real_004808.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002687_Real_002687.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Inpainting/000361_Inpainting_000361.mp4,/content/fakeparts_raw/Inpainting/ROVI/Inpainting_MP4/fake_videos/shard-000002.parquet,1,Fake,Inpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002958_Real_002958.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000136_Interpolation_000136.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000074_Extrapolation_000074.mp4,/content/fakeparts_raw/Extrapolation/Cosmos-Predict2/fake_videos/shard-000000.parquet,1,Fake,Extrapolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004984_Real_004984.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002901_Real_002901.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000715_Real_000715.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004569_Real_004569.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000371_T2V_000371.mp4,/content/fakeparts_raw/T2V/allegroai/fake_videos/shard-000003.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/001116_Real_001116.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000086_Faceswap_000086.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002884_Real_002884.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/003795_Real_003795.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000408_Extrapolation_000408.mp4,/content/fakeparts_raw/Extrapolation/Cosmos-Predict2/fake_videos/shard-000000.parquet,1,Fake,Extrapolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000135_Outpainting_000135.mp4,/content/fakeparts_raw/Outpainting/akira/fake_videos/shard-000000.parquet,1,Fake,Outpainting,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000086_TI2V_000086.mp4,/content/fakeparts_raw/TI2V/WAN/fake_videos/shard-000012.parquet,1,Fake,TI2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002940_Real_002940.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000438_Faceswap_000438.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/000413_Real_000413.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000004.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000039_T2V_000039.mp4,/content/fakeparts_raw/T2V/sora-1080p/fake_videos/shard-000005.parquet,1,Fake,T2V,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/002351_Real_002351.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000002.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000180_Interpolation_000180.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000481_Faceswap_000481.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/real/004866_Real_004866.mp4,/content/fakeparts_raw/Real/TenKReal/real_videos/shard-000003.parquet,0,Real,Real,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000456_Interpolation_000456.mp4,/content/fakeparts_raw/Interpolation/Framer/fake_videos/shard-000002.parquet,1,Fake,Interpolation,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000315_Faceswap_000315.mp4,/content/fakeparts_raw/Faceswap/Insightface/fake_videos/shard-000002.parquet,1,Fake,Faceswap,bytes
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000342_Change_of_style_000342.mp4,/content/fakeparts_raw/Change_of_style/RAVE/fake_videos/shard-000004.parquet,1,Fake,Change_of_style,bytes
