image_path,label,class_name
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000882_003105.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001285_002029.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002636_001031.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000016_002684.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001361_003201.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000065_000070.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000747_002528.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/002482_001280.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/001224_003315.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002958_000606.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/003122_001631.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000510_000166.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002460_002410.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001514_000409.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/002750_000396.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000096_000314.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/000014_000879.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/001512_000808.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002124_002051.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000119_002005.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001124_000613.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003183_002814.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000033_001206.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001220_000643.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000163_003331.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002087_002651.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001068_002663.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/001347_002181.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001413_003326.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002671_002395.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002705_002386.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000483_001590.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001779_001850.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001935_002428.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000230_002163.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001975_002979.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000031_000322.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002340_003245.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001052_002284.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000029_003215.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000868_001029.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000840_000351.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000735_002776.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/002067_002232.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000106_001807.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002977_001504.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/002227_001879.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/001353_002697.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002232_000024.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000993_000358.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002745_002492.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000391_001915.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000122_001876.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000360_002406.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000304_000507.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/002627_001224.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002298_002243.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001179_001357.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002576_001469.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001646_001476.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/003100_001707.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002369_002039.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000564_000598.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002106_000609.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001263_001177.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000621_000867.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/000568_001620.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002498_001968.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000713_002719.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001736_000447.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002855_001141.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000935_001979.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/002908_002774.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001413_003326.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001182_003168.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001261_000303.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/003160_001183.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000970_000597.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000578_002023.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001864_002769.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/002179_000832.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000259_000178.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000456_002276.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/002535_000758.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000487_000631.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001240_002090.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000518_000025.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001675_001832.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000311_000120.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/003231_000492.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001265_002019.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000790_002940.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/003116_002489.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001849_001143.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001409_000300.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003167_001757.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000123_002469.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/001105_002534.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002737_000884.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001174_002417.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002927_001841.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001538_000008.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/001247_001336.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002668_001214.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000860_000964.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001333_000668.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000710_000472.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000100_001612.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002047_002607.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000958_002439.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/000416_000188.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002407_001755.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000060_000790.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001047_002877.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001862_001776.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001112_000911.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/002688_003177.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003138_001408.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/002152_000513.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/001140_000707.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000076_002959.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000080_002602.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001279_002130.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001373_000118.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/001509_000970.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003108_000641.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/003070_001986.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/003015_001919.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001488_000548.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001154_002960.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000092_003326.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002753_001903.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003265_002556.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001108_002874.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000934_003221.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000500_000088.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/003034_002863.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000987_003231.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000059_000139.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001417_002344.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000561_001110.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/002523_002173.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002360_001342.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/001147_000072.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002331_003154.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001407_001326.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001608_000733.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000328_002185.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001562_002531.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000778_001173.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/002382_000558.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/002608_001824.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/001870_003210.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000794_000789.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002519_000760.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000951_001765.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/001593_000720.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/000750_000282.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001932_003299.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000479_001815.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/000088_003078.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/002027_002366.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/003064_001843.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/002778_000825.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000086_002302.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000167_002510.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/002233_003124.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/real/002802_001568.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001089_001980.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002328_001318.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000502_001437.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/001669_002906.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/002147_002644.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001301_002375.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003216_002640.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/000975_003253.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002829_002388.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001494_000287.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/001028_003021.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/tampered/000426_000058.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/real/001408_000286.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/tampered/000023_001210.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000066_002527.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/000108_000746.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002301_001120.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/tampered/001814_002298.jpg,2,Tampered
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/003269_002139.jpg,1,Full-Synthetic
/content/drive/MyDrive/skripsi/dataset_image/real/001090_000480.jpg,0,Real
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002225_002603.jpg,1,Full-Synthetic
